"Nazwa kampanii",Dzień,"Kliknięcia linku",Zasięg,Wyświetlenia,"Typ wyniku",Wyniki,Koszt/wynik,"Wydana kwota (PLN)","Początek okresu raportowania","Koniec okresu raportowania"
"[FB] Kombajn popokazowy - ruch www - YU",2025-02-05,5,698,1661,"Wyświetlenia strony docelowej",2,7.245,14.49,2025-02-05,2025-02-05
"[FB] Oddziały - zasięg",2025-02-05,,14482,15647,Zasięg,14482,2.75652534,39.92,2025-02-05,2025-02-05
"[FB] Ciągniki 6M250 - ruch www",2025-02-05,28,5988,7025,"Wyświetlenia strony docelowej",16,1.91875,30.7,2025-02-05,2025-02-05
"[FB] Monosem - kontakty",2025-02-05,3,1046,1277,"Kontakty w Meta",1,15.06,15.06,2025-02-05,2025-02-05
"[FB] ASM Vaderstad finansowanie",2025-02-04,1,542,794,,,,20.5,2025-02-04,2025-02-04
"[FB] ASM - OSWN",2025-02-04,30,4714,7586,"Wyświetlenia strony docelowej",21,1.60285714,33.66,2025-02-04,2025-02-04
"[FB] ASM Pagelike",2025-02-04,,2150,2514,"Obserwatorzy lub polubienia na Facebooku",3,4.02333333,12.07,2025-02-04,2025-02-04
"[FB] Kombajny - popokazowy - formularz - YU",2025-02-04,3,654,798,,,,15.37,2025-02-04,2025-02-04
"[FB] Kverneland",2025-02-04,2,836,1182,,,,22.49,2025-02-04,2025-02-04
"[FB] Serwis - połączenia",2025-02-04,6,1880,2354,,,,9.03,2025-02-04,2025-02-04
"[FB] Serwis - ruch www",2025-02-04,2,1048,1406,"Wyświetlenia strony docelowej",2,2.455,4.91,2025-02-04,2025-02-04
"[FB] Seriws - zasięg",2025-02-04,,28,29,Zasięg,28,107.5,3.01,2025-02-04,2025-02-04
"[FB] Ciągniki 7R - ruch www",2025-02-04,10,1637,1887,"Wyświetlenia zawartości witryny",1,9.82,9.82,2025-02-04,2025-02-04
"[FB] ASM Ciągniki 6120M",2025-02-04,8,1733,2952,,,,25.46,2025-02-04,2025-02-04
"[FB] Ciągniki Seria 6M - formularz",2025-02-04,19,3398,6201,,,,96.13,2025-02-04,2025-02-04
"[FB] Serwis - kontakty",2025-02-04,1,384,525,,,,5,2025-02-04,2025-02-04
"[FB] ASM - Ciągniki 7R - formularz",2025-02-04,9,1909,3245,,,,60.75,2025-02-04,2025-02-04
"[FB]  ASM - Ciągniki – 6195M",2025-02-04,20,3774,6282,"Kontakty w Meta",1,112.26,112.26,2025-02-04,2025-02-04
"[FB] ASM - Kombajny serii T",2025-02-04,2,116,376,,,,10.4,2025-02-04,2025-02-04
"[FB]  ASM - Kramer",2025-02-04,33,5576,7476,"Kontakty w Meta",1,94.45,94.45,2025-02-04,2025-02-04
"[FB] ASM Kampania Serwis Oddziały",2025-02-04,29,19505,23448,Zasięg,19505,1.82568572,35.61,2025-02-04,2025-02-04
"[FB] ASM SaMASZ",2025-02-04,3,805,1171,,,,16.17,2025-02-04,2025-02-04
"[FB] ASM - Kombajn X9",2025-02-04,12,2463,3700,,,,100.2,2025-02-04,2025-02-04
"[FB] Remarketing",2025-02-04,56,7148,12941,"Szacunkowa liczba kliknięć potwierdzających połączenie",1,75.43,75.43,2025-02-04,2025-02-04
"[FB] ASM - Ciągniki – 6R 250 - formularz",2025-02-04,24,5574,7865,,,,123.64,2025-02-04,2025-02-04
"[FB] Rolnictwo precyzyjne",2025-02-04,8,2605,4433,,,,90.71,2025-02-04,2025-02-04
"[FB] ASM - Ciągniki 6155M",2025-02-04,17,2982,5579,,,,103.69,2025-02-04,2025-02-04
"[FB] Ciągniki Ogólne - ruch www",2025-02-04,26,2263,2855,"Wyświetlenia strony docelowej",14,1.02785714,14.39,2025-02-04,2025-02-04
"[FB] Ciągniki - Używane jak nowe - YU",2025-02-04,18,2061,2613,,,,45.79,2025-02-04,2025-02-04
"[FB] ASM - Wydarzenie - Webinar",2025-02-04,5,1011,1348,"Reakcje na zaproszenia na wydarzenia",2,2.72,5.44,2025-02-04,2025-02-04
"[FB] Ciągniki 9RX - ruch www",2025-02-04,50,3515,4052,"Wyświetlenia strony docelowej",36,0.43444444,15.64,2025-02-04,2025-02-04
"[FB] Skontakuj się z nami - messenger",2025-02-04,7,723,949,"Rozpoczęte konwersacje poprzez wiadomości",2,2.055,4.11,2025-02-04,2025-02-04
"[FB] Prasy",2025-02-04,19,3349,4831,,,,67.69,2025-02-04,2025-02-04
"[FB] Kosiarki - ruch www",2025-02-04,11,2641,3069,"Wyświetlenia strony docelowej",7,2.17428571,15.22,2025-02-04,2025-02-04
"[FB] Ciągniki - Seria 5 - ruch www",2025-02-04,25,3229,3529,"Wyświetlenia strony docelowej",17,0.52882353,8.99,2025-02-04,2025-02-04
"[FB] Vaderstad - uprawowe - ruch www",2025-02-04,16,3455,4576,"Wyświetlenia strony docelowej",11,1.32818182,14.61,2025-02-04,2025-02-04
"[FB] Vaderstad - uprawowe - konwersje www",2025-02-04,9,748,1122,,,,17.09,2025-02-04,2025-02-04
"[FB] Części - połączenia",2025-02-04,16,2781,4362,"Szacunkowa liczba kliknięć potwierdzających połączenie",2,10.88,21.76,2025-02-04,2025-02-04
"[FB] ASM - Umów się na testy - konwersje www",2025-02-04,12,2562,3690,generate_lead,5,6.412,32.06,2025-02-04,2025-02-04
"[FB] Opryskiwacze - ruch www",2025-02-04,7,2411,2829,"Wyświetlenia strony docelowej",7,1.40428571,9.83,2025-02-04,2025-02-04
"[FB] ASM - Umów się na testy - ruch www",2025-02-04,20,5565,7051,"Wyświetlenia strony docelowej",15,1.968,29.52,2025-02-04,2025-02-04
"[FB] Ciągniki 8RX - ruch www",2025-02-04,15,3063,4330,"Wyświetlenia strony docelowej",15,0.98866667,14.83,2025-02-04,2025-02-04
"[FB] ASM - kalkulator próbek/rolnictwo precyzyjne - ruch www",2025-02-04,34,2627,2989,"Wyświetlenia strony docelowej",24,0.6275,15.06,2025-02-04,2025-02-04
"[FB] Ciągniki 8RX - formularz",2025-02-04,8,814,1264,,,,31.47,2025-02-04,2025-02-04
"[FB] Monosem - kontakty",2025-02-04,3,887,1097,,,,13.77,2025-02-04,2025-02-04
"[FB] Joskin - wyprzedaż",2025-02-04,8,1208,1528,,,,21.29,2025-02-04,2025-02-04
"[FB] Monosem - ruch www",2025-02-04,15,2843,3254,"Wyświetlenia strony docelowej",13,1.20153846,15.62,2025-02-04,2025-02-04
"[FB] Kramer - ruch www",2025-02-04,15,3023,3510,"Wyświetlenia strony docelowej",7,2.06714286,14.47,2025-02-04,2025-02-04
"[FB] Joskin - konwersje www",2025-02-04,5,620,783,,,,9.58,2025-02-04,2025-02-04
"[FB] Kombajn popokazowy - ruch www - YU",2025-02-04,4,814,1945,,,,15.14,2025-02-04,2025-02-04
"[FB] Oddziały - zasięg",2025-02-04,,14332,15521,Zasięg,14332,2.73932459,39.26,2025-02-04,2025-02-04
"[FB] Ciągniki 6M250 - ruch www",2025-02-04,36,6697,8002,"Wyświetlenia strony docelowej",26,1.13653846,29.55,2025-02-04,2025-02-04
"[FB] Ciągniki Seria 6M - formularz",2025-02-03,20,3080,5745,"Kontakty w Meta",2,50.325,100.65,2025-02-03,2025-02-03
"[FB] ASM - OSWN",2025-02-03,31,4588,7010,"Wyświetlenia strony docelowej",21,1.64761905,34.6,2025-02-03,2025-02-03
"[FB] ASM Pagelike",2025-02-03,4,2301,2665,"Obserwatorzy lub polubienia na Facebooku",2,6.075,12.15,2025-02-03,2025-02-03
"[FB] Kombajny - popokazowy - formularz - YU",2025-02-03,,688,869,,,,17.95,2025-02-03,2025-02-03
"[FB] Kverneland",2025-02-03,5,839,1171,,,,20.38,2025-02-03,2025-02-03
"[FB] Serwis - połączenia",2025-02-03,11,2255,2711,"Szacunkowa liczba kliknięć potwierdzających połączenie",1,10.03,10.03,2025-02-03,2025-02-03
"[FB] Serwis - ruch www",2025-02-03,6,1182,1655,"Wyświetlenia strony docelowej",4,1.28,5.12,2025-02-03,2025-02-03
"[FB] Seriws - zasięg",2025-02-03,1,21,25,Zasięg,21,47.61904762,1,2025-02-03,2025-02-03
"[FB] Ciągniki 7R - ruch www",2025-02-03,8,1661,1884,"Wyświetlenia zawartości witryny",1,10.25,10.25,2025-02-03,2025-02-03
"[FB] ASM Ciągniki 6120M",2025-02-03,5,2132,3394,,,,24.64,2025-02-03,2025-02-03
"[FB] ASM - Ciągniki 6155M",2025-02-03,15,3460,6212,,,,95.95,2025-02-03,2025-02-03
"[FB] ASM Vaderstad finansowanie",2025-02-03,8,849,1153,,,,27.99,2025-02-03,2025-02-03
"[FB] ASM - Ciągniki 7R - formularz",2025-02-03,4,2048,3464,,,,60.88,2025-02-03,2025-02-03
"[FB]  ASM - Ciągniki – 6195M",2025-02-03,31,4304,6784,"Kontakty w Meta",1,112.51,112.51,2025-02-03,2025-02-03
"[FB] ASM - Kombajny serii T",2025-02-03,,134,355,,,,9.01,2025-02-03,2025-02-03
"[FB]  ASM - Kramer",2025-02-03,32,7003,8756,,,,99.94,2025-02-03,2025-02-03
"[FB] ASM SaMASZ",2025-02-03,3,595,922,,,,16.72,2025-02-03,2025-02-03
"[FB] ASM - Kombajn X9",2025-02-03,15,4343,5982,,,,122.7,2025-02-03,2025-02-03
"[FB] Remarketing",2025-02-03,44,8057,14109,"Szacunkowa liczba kliknięć potwierdzających połączenie",3,27.40666667,82.22,2025-02-03,2025-02-03
"[FB] ASM - Ciągniki – 6R 250 - formularz",2025-02-03,24,6083,8675,"Kontakty w Meta",1,130.06,130.06,2025-02-03,2025-02-03
"[FB] Rolnictwo precyzyjne",2025-02-03,15,2582,4730,"Kontakty w Meta",2,46.385,92.77,2025-02-03,2025-02-03
"[FB] Serwis - kontakty",2025-02-03,,413,593,,,,4.82,2025-02-03,2025-02-03
"[FB] Ciągniki Ogólne - ruch www",2025-02-03,22,2358,2854,"Wyświetlenia strony docelowej",10,1.527,15.27,2025-02-03,2025-02-03
"[FB] ASM Kampania Serwis Oddziały",2025-02-03,23,19180,21422,Zasięg,19180,1.61001043,30.88,2025-02-03,2025-02-03
"[FB] Ciągniki - Używane jak nowe - YU",2025-02-03,13,2589,3142,,,,46.8,2025-02-03,2025-02-03
"[FB] Ciągniki 9RX - ruch www",2025-02-03,25,2781,2907,"Wyświetlenia strony docelowej",20,0.7195,14.39,2025-02-03,2025-02-03
"[FB] Skontakuj się z nami - messenger",2025-02-03,10,1013,1295,,,,5.65,2025-02-03,2025-02-03
"[FB] Kosiarki - ruch www",2025-02-03,21,2447,2840,"Wyświetlenia strony docelowej",14,1.04714286,14.66,2025-02-03,2025-02-03
"[FB] Ciągniki - Seria 5 - ruch www",2025-02-03,32,2819,3114,"Wyświetlenia strony docelowej",17,0.73294118,12.46,2025-02-03,2025-02-03
"[FB] Vaderstad - uprawowe - ruch www",2025-02-03,28,3636,4561,"Wyświetlenia strony docelowej",21,0.7152381,15.02,2025-02-03,2025-02-03
"[FB] Vaderstad - uprawowe - konwersje www",2025-02-03,11,1193,1836,generate_lead,1,28.16,28.16,2025-02-03,2025-02-03
"[FB] Części - połączenia",2025-02-03,14,1691,2248,,,,9.99,2025-02-03,2025-02-03
"[FB] ASM - Umów się na testy - ruch www",2025-02-03,24,5496,6502,"Wyświetlenia strony docelowej",15,2.044,30.66,2025-02-03,2025-02-03
"[FB] ASM - Umów się na testy - konwersje www",2025-02-03,6,2498,3727,,,,30.62,2025-02-03,2025-02-03
"[FB] Opryskiwacze - ruch www",2025-02-03,14,2578,3019,"Wyświetlenia strony docelowej",15,0.688,10.32,2025-02-03,2025-02-03
"[FB] Prasy",2025-02-03,10,3407,4640,,,,62.83,2025-02-03,2025-02-03
"[FB] Ciągniki 8RX - ruch www",2025-02-03,20,3418,4664,"Wyświetlenia strony docelowej",14,1.06785714,14.95,2025-02-03,2025-02-03
"[FB] ASM - kalkulator próbek/rolnictwo precyzyjne - ruch www",2025-02-03,13,2657,2724,"Wyświetlenia strony docelowej",8,2.12125,16.97,2025-02-03,2025-02-03
"[FB] Monosem - kontakty",2025-02-03,5,1186,1515,,,,13.6,2025-02-03,2025-02-03
"[FB] Ciągniki 8RX - formularz",2025-02-03,3,938,1539,,,,32.89,2025-02-03,2025-02-03
"[FB] Joskin - wyprzedaż",2025-02-03,8,861,1148,,,,21.95,2025-02-03,2025-02-03
"[FB] Monosem - ruch www",2025-02-03,13,2971,3365,"Wyświetlenia strony docelowej",8,1.925,15.4,2025-02-03,2025-02-03
"[FB] Kramer - ruch www",2025-02-03,23,3161,3802,"Wyświetlenia strony docelowej",12,1.30666667,15.68,2025-02-03,2025-02-03
"[FB] Joskin - konwersje www",2025-02-03,3,764,956,,,,10.14,2025-02-03,2025-02-03
"[FB] Kombajn popokazowy - ruch www - YU",2025-02-03,3,826,2035,,,,15.58,2025-02-03,2025-02-03
"[FB] Oddziały - zasięg",2025-02-03,1,15443,16589,Zasięg,15443,2.5338341,39.13,2025-02-03,2025-02-03
"[FB] Ciągniki 6M250 - ruch www",2025-02-03,40,6897,8644,"Wyświetlenia strony docelowej",32,0.9359375,29.95,2025-02-03,2025-02-03
"[FB] ASM Pagelike",2025-02-02,3,2317,2807,"Obserwatorzy lub polubienia na Facebooku",2,6.475,12.95,2025-02-02,2025-02-02
"[FB] ASM Vaderstad finansowanie",2025-02-02,4,741,1099,"Kontakty w Meta",1,24.58,24.58,2025-02-02,2025-02-02
"[FB] Kombajny - popokazowy - formularz - YU",2025-02-02,3,656,833,,,,16.33,2025-02-02,2025-02-02
"[FB] Kverneland",2025-02-02,,841,1236,,,,21.16,2025-02-02,2025-02-02
"[FB] Serwis - połączenia",2025-02-02,7,2472,3123,,,,11.39,2025-02-02,2025-02-02
"[FB] Serwis - ruch www",2025-02-02,11,1392,1866,"Wyświetlenia strony docelowej",7,0.75428571,5.28,2025-02-02,2025-02-02
"[FB] Seriws - zasięg",2025-02-02,,27,30,Zasięg,27,57.77777778,1.56,2025-02-02,2025-02-02
"[FB] Ciągniki 7R - ruch www",2025-02-02,11,1894,2154,,,,11.25,2025-02-02,2025-02-02
"[FB] ASM Ciągniki 6120M",2025-02-02,7,2170,3801,,,,26.81,2025-02-02,2025-02-02
"[FB] Ciągniki Seria 6M - formularz",2025-02-02,24,2858,5603,,,,103.29,2025-02-02,2025-02-02
"[FB] ASM Kampania Serwis Oddziały",2025-02-02,40,24565,28649,Zasięg,24565,1.53958885,37.82,2025-02-02,2025-02-02
"[FB] ASM - Ciągniki 7R - formularz",2025-02-02,11,2774,4747,,,,68.66,2025-02-02,2025-02-02
"[FB]  ASM - Ciągniki – 6195M",2025-02-02,41,4784,7855,,,,118.66,2025-02-02,2025-02-02
"[FB] ASM - Kombajny serii T",2025-02-02,1,72,178,,,,5.37,2025-02-02,2025-02-02
"[FB]  ASM - Kramer",2025-02-02,43,10103,12527,,,,113.28,2025-02-02,2025-02-02
"[FB] ASM SaMASZ",2025-02-02,4,611,923,,,,16.67,2025-02-02,2025-02-02
"[FB] ASM - Kombajn X9",2025-02-02,23,3615,4791,"Kontakty w Meta",1,127.57,127.57,2025-02-02,2025-02-02
"[FB] Remarketing",2025-02-02,83,8466,15273,"Szacunkowa liczba kliknięć potwierdzających połączenie",10,9.253,92.53,2025-02-02,2025-02-02
"[FB] ASM - Ciągniki – 6R 250 - formularz",2025-02-02,21,6895,9838,,,,133.87,2025-02-02,2025-02-02
"[FB] Rolnictwo precyzyjne",2025-02-02,8,3214,5930,,,,99.44,2025-02-02,2025-02-02
"[FB] Ciągniki Ogólne - ruch www",2025-02-02,19,1933,2370,"Wyświetlenia strony docelowej",5,3.26,16.3,2025-02-02,2025-02-02
"[FB] ASM - Ciągniki 6155M",2025-02-02,28,3660,6600,"Kontakty w Meta",2,51.955,103.91,2025-02-02,2025-02-02
"[FB] ASM - OSWN",2025-02-02,18,4615,6955,"Wyświetlenia strony docelowej",8,4.7875,38.3,2025-02-02,2025-02-02
"[FB] ASM - kalkulator próbek/rolnictwo precyzyjne - ruch www",2025-02-02,15,2375,2944,"Wyświetlenia strony docelowej",7,2.21714286,15.52,2025-02-02,2025-02-02
"[FB] Serwis - kontakty",2025-02-02,1,447,610,,,,5.88,2025-02-02,2025-02-02
"[FB] Ciągniki 9RX - ruch www",2025-02-02,47,3386,3696,"Wyświetlenia strony docelowej",38,0.43236842,16.43,2025-02-02,2025-02-02
"[FB] Prasy",2025-02-02,19,4685,6449,,,,67.06,2025-02-02,2025-02-02
"[FB] Kosiarki - ruch www",2025-02-02,21,2611,3569,"Wyświetlenia strony docelowej",2,7.99,15.98,2025-02-02,2025-02-02
"[FB] Ciągniki - Seria 5 - ruch www",2025-02-02,22,2779,3261,"Wyświetlenia strony docelowej",4,2.385,9.54,2025-02-02,2025-02-02
"[FB] Vaderstad - uprawowe - ruch www",2025-02-02,22,3206,5031,"Wyświetlenia strony docelowej",9,1.76555556,15.89,2025-02-02,2025-02-02
"[FB] Vaderstad - uprawowe - konwersje www",2025-02-02,16,1433,2169,generate_lead,1,23.26,23.26,2025-02-02,2025-02-02
"[FB] Ciągniki - Używane jak nowe - YU",2025-02-02,29,2385,3225,"Kontakty w Meta",1,50.24,50.24,2025-02-02,2025-02-02
"[FB] ASM - Umów się na testy - ruch www",2025-02-02,31,5168,6664,"Wyświetlenia strony docelowej",24,1.35541667,32.53,2025-02-02,2025-02-02
"[FB] ASM - Umów się na testy - konwersje www",2025-02-02,8,2764,4153,,,,30.87,2025-02-02,2025-02-02
"[FB] Opryskiwacze - ruch www",2025-02-02,8,2511,3153,"Wyświetlenia strony docelowej",6,1.75166667,10.51,2025-02-02,2025-02-02
"[FB] Części - połączenia",2025-02-02,10,1848,2385,"Szacunkowa liczba kliknięć potwierdzających połączenie",3,3.54666667,10.64,2025-02-02,2025-02-02
"[FB] Ciągniki 8RX - ruch www",2025-02-02,14,3240,4663,"Wyświetlenia strony docelowej",7,2.22142857,15.55,2025-02-02,2025-02-02
"[FB] Ciągniki 6M250 - ruch www",2025-02-02,31,7145,9063,"Wyświetlenia strony docelowej",20,1.5735,31.47,2025-02-02,2025-02-02
"[FB] Oddziały - zasięg",2025-02-02,2,16415,18050,Zasięg,16415,2.56594578,42.12,2025-02-02,2025-02-02
"[FB] Kombajn popokazowy - ruch www - YU",2025-02-02,8,803,2091,"Wyświetlenia strony docelowej",3,5.49,16.47,2025-02-02,2025-02-02
"[FB] Joskin - konwersje www",2025-02-02,4,762,921,,,,11.25,2025-02-02,2025-02-02
"[FB] Monosem - ruch www",2025-02-02,13,3304,3856,"Wyświetlenia strony docelowej",6,2.69166667,16.15,2025-02-02,2025-02-02
"[FB] Joskin - wyprzedaż",2025-02-02,5,980,1406,"Kontakty w Meta",1,22.93,22.93,2025-02-02,2025-02-02
"[FB] Kramer - ruch www",2025-02-02,26,2941,3681,"Wyświetlenia strony docelowej",16,0.9675,15.48,2025-02-02,2025-02-02
"[FB] Ciągniki 8RX - formularz",2025-02-02,7,1363,2473,,,,39.6,2025-02-02,2025-02-02
"[FB] Skontakuj się z nami - messenger",2025-02-02,13,846,1226,,,,5.53,2025-02-02,2025-02-02
"[FB] Monosem - kontakty",2025-02-02,9,1498,2008,,,,19.52,2025-02-02,2025-02-02
"[FB] Serwis - ruch www",2025-02-01,8,1260,1656,"Wyświetlenia strony docelowej",6,0.84,5.04,2025-02-01,2025-02-01
"[FB] ASM Ciągniki 6120M",2025-02-01,10,1358,2270,,,,17.72,2025-02-01,2025-02-01
"[FB] Ciągniki 7R - ruch www",2025-02-01,5,1328,1507,,,,8.81,2025-02-01,2025-02-01
"[FB] Seriws - zasięg",2025-02-01,,31,36,Zasięg,31,65.80645161,2.04,2025-02-01,2025-02-01
"[FB] ASM Vaderstad finansowanie",2025-02-01,3,417,605,,,,12.56,2025-02-01,2025-02-01
"[FB] Serwis - połączenia",2025-02-01,17,2121,2526,"Szacunkowa liczba kliknięć potwierdzających połączenie",2,5.515,11.03,2025-02-01,2025-02-01
"[FB] Kverneland",2025-02-01,4,1040,1496,,,,24.39,2025-02-01,2025-02-01
"[FB] Kombajny - popokazowy - formularz - YU",2025-02-01,1,655,793,,,,13.31,2025-02-01,2025-02-01
"[FB] ASM Pagelike",2025-02-01,4,2228,2614,,,,11.29,2025-02-01,2025-02-01
"[FB] ASM - OSWN",2025-02-01,27,4147,6361,"Wyświetlenia strony docelowej",23,1.72173913,39.6,2025-02-01,2025-02-01
"[FB] Ciągniki Seria 6M - formularz",2025-02-01,11,1826,3251,"Kontakty w Meta",1,80.21,80.21,2025-02-01,2025-02-01
"[FB] Serwis - kontakty",2025-02-01,,482,613,,,,4.62,2025-02-01,2025-02-01
"[FB] ASM - Ciągniki 7R - formularz",2025-02-01,10,1804,2759,"Kontakty w Meta",1,40.24,40.24,2025-02-01,2025-02-01
"[FB]  ASM - Ciągniki – 6195M",2025-02-01,27,3491,5267,"Kontakty w Meta",1,83.3,83.3,2025-02-01,2025-02-01
"[FB] ASM - Kombajny serii T",2025-02-01,2,84,195,,,,5.99,2025-02-01,2025-02-01
"[FB]  ASM - Kramer",2025-02-01,30,7014,9100,,,,92.19,2025-02-01,2025-02-01
"[FB] ASM Kampania Serwis Oddziały",2025-02-01,23,21591,25031,Zasięg,21591,1.78453985,38.53,2025-02-01,2025-02-01
"[FB] ASM SaMASZ",2025-02-01,2,585,767,,,,13.91,2025-02-01,2025-02-01
"[FB] ASM - Kombajn X9",2025-02-01,14,2411,3319,,,,102.63,2025-02-01,2025-02-01
"[FB] Remarketing",2025-02-01,66,7513,12676,"Szacunkowa liczba kliknięć potwierdzających połączenie",7,10.98142857,76.87,2025-02-01,2025-02-01
"[FB] ASM - Ciągniki – 6R 250 - formularz",2025-02-01,20,5453,7532,,,,100.71,2025-02-01,2025-02-01
"[FB] Rolnictwo precyzyjne",2025-02-01,15,2227,3972,"Kontakty w Meta",1,74.96,74.96,2025-02-01,2025-02-01
"[FB] ASM - Ciągniki 6155M",2025-02-01,16,3160,5295,"Kontakty w Meta",1,83.42,83.42,2025-02-01,2025-02-01
"[FB] Ciągniki Ogólne - ruch www",2025-02-01,33,1768,2193,"Wyświetlenia strony docelowej",9,1.67111111,15.04,2025-02-01,2025-02-01
"[FB] ASM - kalkulator próbek/rolnictwo precyzyjne - ruch www",2025-02-01,12,2316,2699,"Wyświetlenia strony docelowej",8,1.87125,14.97,2025-02-01,2025-02-01
"[FB] Ciągniki - Używane jak nowe - YU",2025-02-01,13,2077,2694,"Kontakty w Meta",1,40.33,40.33,2025-02-01,2025-02-01
"[FB] Ciągniki 9RX - ruch www",2025-02-01,38,2189,2470,"Wyświetlenia strony docelowej",32,0.3928125,12.57,2025-02-01,2025-02-01
"[FB] Skontakuj się z nami - messenger",2025-02-01,7,844,1131,"Rozpoczęte konwersacje poprzez wiadomości",3,1.79666667,5.39,2025-02-01,2025-02-01
"[FB] Kosiarki - ruch www",2025-02-01,14,2190,2803,"Wyświetlenia strony docelowej",5,3.028,15.14,2025-02-01,2025-02-01
"[FB] Ciągniki - Seria 5 - ruch www",2025-02-01,22,3079,3964,"Wyświetlenia strony docelowej",8,1.52125,12.17,2025-02-01,2025-02-01
"[FB] Vaderstad - uprawowe - ruch www",2025-02-01,25,3146,4464,"Wyświetlenia strony docelowej",15,1.01133333,15.17,2025-02-01,2025-02-01
"[FB] Vaderstad - uprawowe - konwersje www",2025-02-01,5,929,1369,,,,18.12,2025-02-01,2025-02-01
"[FB] Części - połączenia",2025-02-01,12,1773,2340,"Szacunkowa liczba kliknięć potwierdzających połączenie",2,5.51,11.02,2025-02-01,2025-02-01
"[FB] ASM - Umów się na testy - ruch www",2025-02-01,23,4626,6074,"Wyświetlenia strony docelowej",14,2.225,31.15,2025-02-01,2025-02-01
"[FB] ASM - Umów się na testy - konwersje www",2025-02-01,10,2472,3560,generate_lead,1,28.5,28.5,2025-02-01,2025-02-01
"[FB] Opryskiwacze - ruch www",2025-02-01,16,2316,2812,"Wyświetlenia strony docelowej",11,0.87818182,9.66,2025-02-01,2025-02-01
"[FB] Prasy",2025-02-01,10,2950,3846,"Kontakty w Meta",1,51.89,51.89,2025-02-01,2025-02-01
"[FB] Ciągniki 8RX - ruch www",2025-02-01,19,3117,4210,"Wyświetlenia strony docelowej",15,0.99266667,14.89,2025-02-01,2025-02-01
"[FB] Ciągniki 6M250 - ruch www",2025-02-01,39,6809,8050,"Wyświetlenia strony docelowej",27,1.0937037,29.53,2025-02-01,2025-02-01
"[FB] Oddziały - zasięg",2025-02-01,,16205,18390,Zasięg,16205,2.61832768,42.43,2025-02-01,2025-02-01
"[FB] Kombajn popokazowy - ruch www - YU",2025-02-01,14,717,1681,"Wyświetlenia strony docelowej",8,1.7775,14.22,2025-02-01,2025-02-01
"[FB] Joskin - konwersje www",2025-02-01,3,730,934,,,,9.77,2025-02-01,2025-02-01
"[FB] Monosem - ruch www",2025-02-01,15,2474,2933,"Wyświetlenia strony docelowej",10,1.433,14.33,2025-02-01,2025-02-01
"[FB] Joskin - wyprzedaż",2025-02-01,4,627,831,,,,14.84,2025-02-01,2025-02-01
"[FB] Kramer - ruch www",2025-02-01,21,2780,3338,"Wyświetlenia strony docelowej",10,1.49,14.9,2025-02-01,2025-02-01
"[FB] Ciągniki 8RX - formularz",2025-02-01,7,828,1435,,,,22.74,2025-02-01,2025-02-01
"[FB] Monosem - kontakty",2025-02-01,4,569,691,"Kontakty w Meta",1,9.6,9.6,2025-02-01,2025-02-01
"[FB] Serwis - ruch www",2025-01-31,2,1133,1440,"Wyświetlenia strony docelowej",2,2.44,4.88,2025-01-31,2025-01-31
"[FB] Ciągniki 7R - ruch www",2025-01-31,11,1400,1597,"Wyświetlenia zawartości witryny",3,3.47333333,10.42,2025-01-31,2025-01-31
"[FB] Seriws - zasięg",2025-01-31,1,33,33,Zasięg,33,33.33333333,1.1,2025-01-31,2025-01-31
"[FB] ASM Pagelike",2025-01-31,4,1996,2525,"Obserwatorzy lub polubienia na Facebooku",6,1.91833333,11.51,2025-01-31,2025-01-31
"[FB] Serwis - połączenia",2025-01-31,4,1506,1779,"Szacunkowa liczba kliknięć potwierdzających połączenie",1,9.45,9.45,2025-01-31,2025-01-31
"[FB] Kverneland",2025-01-31,5,859,1239,,,,24.32,2025-01-31,2025-01-31
"[FB] Kombajny - popokazowy - formularz - YU",2025-01-31,3,792,955,,,,12.97,2025-01-31,2025-01-31
"[FB] Ciągniki Seria 6M - formularz",2025-01-31,11,2032,3980,,,,100.35,2025-01-31,2025-01-31
"[FB] ASM - OSWN",2025-01-31,30,3515,5653,"Wyświetlenia strony docelowej",20,1.874,37.48,2025-01-31,2025-01-31
"[FB] ASM Ciągniki 6120M",2025-01-31,7,1527,2500,,,,25.91,2025-01-31,2025-01-31
"[FB] ASM Kampania Serwis Oddziały",2025-01-31,24,17798,20717,Zasięg,17798,2.11091134,37.57,2025-01-31,2025-01-31
"[FB] ASM Vaderstad finansowanie",2025-01-31,4,552,874,,,,24.42,2025-01-31,2025-01-31
"[FB] ASM - Ciągniki 7R - formularz",2025-01-31,9,1585,2710,,,,65.35,2025-01-31,2025-01-31
